county_desc	precinct_abbrv	vtd_abbrv	age	party_cd	race_code	ethnic_code	sex_code	total_voters	election_date	stats_type	update_date	voting_method	voting_method_desc	voted_party_cd
WAKE	16-01	16-01	Age 26 - 40	DEM	W	NL	F	7	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CUMBERLAND	G3A-2	G3	Age 26 - 40	REP	O	HL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
LINCOLN	BC13	BC13	Age 26 - 40	DEM	B	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CRAVEN	CLR4	04	Age 41 - 65	DEM	W	NL	M	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BUNCOMBE	13.1	13.1	Age 41 - 65	DEM	B	UN	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
COLUMBUS	P18	P18	Age Over 66	REP	U	UN	U	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CUMBERLAND	G8A	G8	Age 26 - 40	DEM	O	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	G46	G46	Age Over 66	DEM	B	NL	M	16	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
WAKE	01-12	01-12	Age 41 - 65	UNA	W	NL	M	27	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
RANDOLPH	TR	37	Age 18 - 25	REP	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
UNION	005	005	Age 41 - 65	DEM	O	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
FORSYTH	012	012	Age 26 - 40	DEM	U	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CUMBERLAND	G8B	G8	Age Over 66	DEM	B	NL	M	8	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MITCHELL	09	09	Age 41 - 65	DEM	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
ALAMANCE	09N	09N	Age 41 - 65	UNA	B	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
DURHAM	45	45	Age Over 66	UNA	W	NL	F	55	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
FORSYTH	091	091	Age 26 - 40	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
BUNCOMBE	06.1	06.1	Age 18 - 25	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
IREDELL	CD	CD	Age 26 - 40	DEM	W	NL	M	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAYNE	07	07	Age 26 - 40	DEM	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	18-06	18-06	Age 26 - 40	DEM	M	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
NEW HANOVER	H04	H04	Age 26 - 40	DEM	B	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CUMBERLAND	CC26	CC26	Age 26 - 40	DEM	B	UN	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	19-07	19-07	Age 41 - 65	UNA	O	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
IREDELL	CH-A	CH-A	Age 18 - 25	REP	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
WAKE	01-35	01-35	Age 18 - 25	GRE	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	GRE
SURRY	17	17	Age 41 - 65	REP	W	NL	M	21	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
SAMPSON	TURK	TURK	Age 41 - 65	DEM	B	NL	M	27	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WILKES	114	114	Age 26 - 40	REP	W	NL	M	8	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
MECKLENBURG	215	215	Age 18 - 25	UNA	U	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GRANVILLE	CRDM	CRDM	Age 26 - 40	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
WAKE	12-02	12-02	Age 41 - 65	DEM	U	UN	M	8	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
IREDELL	ST1	ST1	Age 26 - 40	DEM	O	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GASTON	18	18	Age 18 - 25	DEM	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	04-09	04-09	Age Over 66	REP	I	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
MECKLENBURG	215	215	Age 41 - 65	DEM	W	UN	F	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	H17	H17	Age 26 - 40	DEM	B	NL	M	8	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
RICHMOND	04	04	Age 26 - 40	DEM	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
NASH	P22A	0033	Age 41 - 65	UNA	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
HENDERSON	HV-1	HV-1	Age 18 - 25	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	049	049	Age 26 - 40	UNA	B	NL	M	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
NASH	P21A	0032	Age 26 - 40	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
GASTON	29	29	Age 41 - 65	UNA	W	NL	M	26	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
EDGECOMBE	0801	0801	Age 26 - 40	DEM	B	NL	F	21	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	107.1	107.1	Age 18 - 25	UNA	U	UN	U	7	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
ORANGE	CH	CH	Age 41 - 65	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FRANKLIN	05	05	Age 41 - 65	DEM	B	NL	F	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
UNION	038B	038B	Age 41 - 65	UNA	I	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
UNION	015	015	Age 18 - 25	UNA	U	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
HALIFAX	HAL	HAL	Age 41 - 65	UNA	B	NL	M	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ROWAN	14A	14	Age 18 - 25	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
SCOTLAND	02-25	05	Age Over 66	REP	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
GASTON	21	21	Age 18 - 25	UNA	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
MECKLENBURG	045	045	Age 41 - 65	UNA	B	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	151	151	Age 41 - 65	REP	O	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
NASH	P19A	0039	Age Over 66	DEM	B	NL	F	4	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
WAKE	01-39	01-39	Age 26 - 40	UNA	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
COLUMBUS	P04	P04	Age Over 66	DEM	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	06-05	06-05	Age Over 66	DEM	B	NL	M	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
FORSYTH	305	305	Age 18 - 25	DEM	B	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ALAMANCE	10N	10N	Age 41 - 65	REP	W	NL	F	19	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
FRANKLIN	19	19	Age 41 - 65	UNA	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MOORE	WAB	WAB	Age 41 - 65	UNA	U	UN	U	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GREENE	SH#1	BEAR	Age 26 - 40	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
LINCOLN	OB21	OB21	Age Over 66	UNA	W	NL	F	6	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
PITT	1001	1001	Age 18 - 25	DEM	B	NL	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	39	39	Age 18 - 25	DEM	B	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	G46	G46	Age 26 - 40	DEM	W	HL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
NEW HANOVER	W21	W21	Age 26 - 40	DEM	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GASTON	23	23	Age 26 - 40	UNA	W	UN	M	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
HENDERSON	NM	NM	Age 18 - 25	UNA	W	NL	M	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
JOHNSTON	PR38	PR17	Age 26 - 40	REP	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CUMBERLAND	CC14	CC14	Age 41 - 65	UNA	B	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WILSON	PRBL	PRBL	Age 26 - 40	REP	W	NL	M	28	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	06-08	06-01	Age 26 - 40	UNA	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAYNE	07	07	Age 18 - 25	REP	W	NL	F	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
JOHNSTON	PR29A	PR29A	Age 26 - 40	REP	U	UN	F	18	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	08-08	08-08	Age 41 - 65	DEM	U	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	06-04	06-04	Age 41 - 65	DEM	B	NL	F	13	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MADISON	MARS H	MARS-H	Age 41 - 65	UNA	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	075	075	Age Over 66	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
JOHNSTON	PR31B	PR31B	Age 18 - 25	DEM	O	HL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
STOKES	15	15	Age 26 - 40	DEM	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
NASH	P21A	0031	Age 41 - 65	UNA	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	147	147	Age 18 - 25	UNA	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
HARNETT	PR26	PR26	Age 41 - 65	REP	W	NL	M	8	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
MONTGOMERY	MTG	MTG	Age 18 - 25	DEM	B	NL	M	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	20-16	20-02	Age 26 - 40	DEM	O	NL	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
STANLY	0022	0022	Age 41 - 65	UNA	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ROWAN	25	25	Age 26 - 40	REP	U	UN	U	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CABARRUS	01-02	01-02	Age 26 - 40	UNA	W	NL	M	26	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	234	234	Age 26 - 40	UNA	A	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
STOKES	0506	05	Age Over 66	UNA	W	NL	F	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
NEW HANOVER	M03	M03	Age Over 66	REP	W	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
ROBESON	21	21	Age 26 - 40	UNA	B	NL	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAKE	07-04	07-04	Age 41 - 65	DEM	U	UN	U	21	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PITT	0800B	0800B	Age Over 66	REP	W	NL	M	9	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
CLEVELAND	WACO	WACO	Age 41 - 65	UNA	U	UN	U	3	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
HARNETT	PR16	PR16	Age 41 - 65	REP	U	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
DURHAM	46	46	Age 26 - 40	DEM	O	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	OR2	OR2	Age 26 - 40	UNA	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	014	014	Age 18 - 25	LIB	U	UN	U	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
MECKLENBURG	111	111	Age Over 66	DEM	B	NL	F	8	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	707	707	Age 26 - 40	DEM	B	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CRAVEN	07	07	Age Over 66	UNA	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ROCKINGHAM	LI	LI	Age Over 66	REP	W	NL	M	29	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
WAKE	08-05	08-05	Age 26 - 40	UNA	W	UN	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CUMBERLAND	G10A	G10	Age 26 - 40	REP	U	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	046	046	Age 26 - 40	UNA	O	NL	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
RICHMOND	09	09	Age 26 - 40	LIB	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
JOHNSTON	PR35	PR01	Age 41 - 65	DEM	W	NL	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
DURHAM	38	38	Age 18 - 25	UNA	U	UN	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ROCKINGHAM	EC	EC	Age 26 - 40	DEM	M	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	08-11	08-11	Age 26 - 40	DEM	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CUMBERLAND	G8C	G8	Age 18 - 25	REP	U	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAYNE	06	06	Age Over 66	REP	W	NL	M	11	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
NEW HANOVER	W24	W24	Age 18 - 25	UNA	O	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
PASQUOTANK	WEST	3-B	Age 26 - 40	DEM	B	NL	F	25	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	28	28	Age Over 66	UNA	B	NL	M	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
DURHAM	44	44	Age 41 - 65	UNA	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
RANDOLPH	NM	25	Age 41 - 65	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CATAWBA	32	32	Age 41 - 65	UNA	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
JOHNSTON	PR12B	PR12	Age 41 - 65	REP	W	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
WAKE	04-16	04-16	Age 18 - 25	DEM	W	NL	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	H02	H02	Age 26 - 40	LIB	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
WAKE	09-03	09-03	Age 41 - 65	DEM	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
FORSYTH	063	063	Age 18 - 25	REP	W	UN	F	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
NEW HANOVER	CF05	CF03	Age 26 - 40	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
HENDERSON	GR	GR	Age Over 66	UNA	O	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WILKES	121	121	Age Over 66	DEM	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
MECKLENBURG	060	060	Age 26 - 40	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	UNA
BEAUFORT	BELHV	BELHV	Age 41 - 65	UNA	U	UN	U	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BUNCOMBE	29.2	102.1	Age 18 - 25	UNA	W	NL	M	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MARTIN	R1	R1	Age 41 - 65	DEM	B	NL	F	74	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PITT	1508A	1508A	Age 18 - 25	UNA	W	UN	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	013	013	Age 26 - 40	DEM	O	NL	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DAVIE	09	09	Age Over 66	UNA	W	NL	F	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	216	216	Age 18 - 25	UNA	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BUNCOMBE	54.2	101.1	Age 18 - 25	UNA	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GUILFORD	H06	H06	Age Over 66	REP	M	UN	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
WAKE	20-06B	20-06	Age 41 - 65	UNA	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
RANDOLPH	AW	07	Age 41 - 65	REP	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CABARRUS	12-08	12-08	Age 26 - 40	UNA	U	UN	U	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CALDWELL	PR13	PR13	Age Over 66	REP	W	UN	F	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CABARRUS	04-12	04-02	Age 41 - 65	REP	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
FORSYTH	806	806	Age 18 - 25	REP	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
ASHE	13	13	Age 41 - 65	REP	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
GUILFORD	CG3B	CG3B	Age 26 - 40	DEM	W	NL	M	8	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BEAUFORT	TCRK	TCRK	Age 18 - 25	UNA	W	UN	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MOORE	DHR	DHR	Age 26 - 40	REP	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
MECKLENBURG	104	104	Age Over 66	UNA	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MARTIN	W2	W2	Age 18 - 25	DEM	W	NL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HERTFORD	A2	A2	Age 41 - 65	DEM	W	NL	F	27	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	903	903	Age 18 - 25	UNA	W	NL	M	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
CUMBERLAND	G8B	G8	Age 41 - 65	DEM	O	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BLADEN	P502	P502	Age 26 - 40	REP	I	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CALDWELL	PR32	PR27	Age Over 66	UNA	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CRAVEN	05	05	Age 26 - 40	UNA	W	NL	M	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
CLEVELAND	KM S	KM3	Age 41 - 65	UNA	W	NL	M	8	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	044	044	Age 18 - 25	DEM	W	NL	F	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
JONES	P04	P04	Age Over 66	UNA	W	NL	M	31	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	FR2	FR2	Age 26 - 40	DEM	U	UN	U	23	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ROWAN	18	18	Age 18 - 25	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
CABARRUS	12-14	12-10	Age 41 - 65	DEM	B	NL	F	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
POLK	SA04	SA04	Age 41 - 65	DEM	W	UN	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	13-09	13-09	Age 41 - 65	REP	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
MECKLENBURG	077	077	Age 41 - 65	UNA	U	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
NEW HANOVER	CF05	CF03	Age 41 - 65	DEM	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	13-06	13-06	Age Over 66	REP	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	12-01	12-01	Age 18 - 25	UNA	U	UN	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	09-01	09-01	Age 41 - 65	UNA	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
RANDOLPH	AE	05	Age 26 - 40	UNA	O	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	231	231	Age 18 - 25	UNA	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BLADEN	P15	P15	Age 41 - 65	UNA	W	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GUILFORD	SF4	SF4	Age 26 - 40	REP	W	NL	F	53	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
GUILFORD	G02	G02	Age 26 - 40	DEM	U	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BUNCOMBE	42.1	105.1	Age 18 - 25	UNA	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
NASH	P20A	0036	Age Over 66	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
MONTGOMERY	T1	T1	Age 26 - 40	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	G47	G47	Age 18 - 25	UNA	W	HL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
DURHAM	14	14	Age 41 - 65	REP	W	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
NEW HANOVER	CF06	CF03	Age 18 - 25	DEM	W	NL	M	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAYNE	24	24	Age 41 - 65	DEM	W	UN	F	8	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	G21	G21	Age 26 - 40	DEM	B	NL	F	54	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CUMBERLAND	G3A-1	G3	Age 41 - 65	DEM	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CUMBERLAND	G5B-1	G5	Age 41 - 65	REP	U	UN	U	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
EDGECOMBE	1205	1205	Age Over 66	DEM	B	NL	M	34	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
SURRY	19	19	Age 41 - 65	DEM	U	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MADISON	NORTH	NORTH	Age 41 - 65	DEM	W	UN	M	6	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WILSON	PRCR	PRCR	Age 26 - 40	DEM	B	NL	F	6	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	06-08	06-01	Age 41 - 65	DEM	O	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CUMBERLAND	CC10	CC10	Age 41 - 65	UNA	A	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WILSON	PRWC	PRWC	Age 18 - 25	UNA	B	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
