county_desc	election_date	stats_type	precinct_abbrv	vtd_abbrv	party_cd	race_code	ethnic_code	sex_code	age	total_voters	update_date
MECKLENBURG	11/03/2020	voter	032	032	DEM	W	HL	F	Age 41 - 65	2	
ALEXANDER	11/03/2020	voter	E	E	REP	A	UN	F	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	209	209	UNA	W	NL	F	Age 18 - 25	62	
DURHAM	11/03/2020	voter	33	33	REP	M	NL	F	Age 26 - 40	2	
WAKE	11/03/2020	voter	19-21	19-04	UNA	W	HL	F	Age 26 - 40	6	
HOKE	11/03/2020	voter	15	06	DEM	U	HL	M	Age 26 - 40	1	
NEW HANOVER	11/03/2020	voter	W16	W16	UNA	B	NL	M	Age 26 - 40	2	
DURHAM	11/03/2020	voter	53-2	53-2	UNA	U	UN	U	Age 41 - 65	73	
GUILFORD	11/03/2020	voter	H01	H01	UNA	W	UN	F	Age Over 66	2	
BLADEN	11/03/2020	voter	P15	P15	UNA	U	HL	F	Age 18 - 25	3	
WAKE	11/03/2020	voter	07-09	07-09	UNA	W	UN	U	Age 18 - 25	4	
IREDELL	11/03/2020	voter	BE	BE	DEM	A	NL	F	Age Over 66	1	
MARTIN	11/03/2020	voter	J	J	REP	O	NL	M	Age 41 - 65	1	
ONSLOW	11/03/2020	voter	SF18	SF18	DEM	W	HL	F	Age 18 - 25	1	
LEE	11/03/2020	voter	A2	A	DEM	O	NL	F	Age Over 66	2	
MECKLENBURG	11/03/2020	voter	029	029	UNA	I	UN	F	Age 41 - 65	1	
GASTON	11/03/2020	voter	12	12	REP	W	HL	F	Age 26 - 40	2	
ONSLOW	11/03/2020	voter	HM05	HM05	CST	U	UN	U	Age 26 - 40	3	
CHEROKEE	11/03/2020	voter	HIWA	HIWA	UNA	U	UN	M	Age 41 - 65	3	
WILSON	11/03/2020	voter	PRCR	PRCR	DEM	B	NL	F	Age 26 - 40	27	
WILKES	11/03/2020	voter	109	109	DEM	B	NL	F	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	FEN1	FEN1	UNA	B	HL	F	Age 41 - 65	1	
IREDELL	11/03/2020	voter	ST6	ST6	UNA	W	UN	U	Age 26 - 40	2	
GASTON	11/03/2020	voter	15	15	DEM	O	NL	F	Age 18 - 25	5	
ALLEGHANY	11/03/2020	voter	01	01	DEM	W	UN	M	Age 26 - 40	2	
GUILFORD	11/03/2020	voter	G58	G58	REP	U	UN	U	Age 18 - 25	1	
SCOTLAND	11/03/2020	voter	01-16	06	DEM	W	UN	M	Age Over 66	1	
WAKE	11/03/2020	voter	16-07	16-07	REP	M	NL	M	Age 18 - 25	1	
IREDELL	11/03/2020	voter	DV1-B	DV1-B	DEM	U	HL	F	Age 41 - 65	1	
HOKE	11/03/2020	voter	06B	06	UNA	B	HL	M	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	149	149	UNA	B	NL	F	Age 18 - 25	36	
IREDELL	11/03/2020	voter	CD	CD	REP	A	NL	M	Age 41 - 65	1	
PITT	11/03/2020	voter	1513B	1402B	DEM	M	NL	F	Age 18 - 25	3	
MECKLENBURG	11/03/2020	voter	074	074	DEM	B	HL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	012	012	DEM	W	NL	M	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	226	226	DEM	I	UN	M	Age 41 - 65	1	
GRANVILLE	11/03/2020	voter	CRDM	CRDM	REP	B	NL	M	Age 41 - 65	7	
HERTFORD	11/03/2020	voter	A2	A2	DEM	U	UN	U	Age Over 66	1	
CLEVELAND	11/03/2020	voter	CASAR	CASAR	DEM	O	NL	F	Age Over 66	1	
ALEXANDER	11/03/2020	voter	B2	B2	DEM	B	NL	F	Age 41 - 65	2	
NEW HANOVER	11/03/2020	voter	W08	W08	DEM	O	HL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	04-19	04-19	REP	W	HL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	123	123	DEM	U	UN	M	Age 18 - 25	3	
DAVIDSON	11/03/2020	voter	22	22	DEM	U	UN	U	Age Over 66	1	
STOKES	11/03/2020	voter	0506	06	REP	U	UN	M	Age 18 - 25	3	
UNION	11/03/2020	voter	020B	020B	UNA	A	NL	M	Age 18 - 25	3	
CUMBERLAND	11/03/2020	voter	G5C	G5	UNA	W	UN	F	Age 26 - 40	15	
BERTIE	11/03/2020	voter	M2	M2	DEM	U	UN	F	Age 41 - 65	4	
ONSLOW	11/03/2020	voter	HR17	HR17	REP	U	UN	M	Age 41 - 65	2	
JOHNSTON	11/03/2020	voter	PR30	PR30	DEM	W	HL	F	Age Over 66	1	
UNION	11/03/2020	voter	015	015	DEM	B	UN	U	Age 41 - 65	2	
HAYWOOD	11/03/2020	voter	WW	WW	DEM	W	UN	M	Age 41 - 65	10	
HARNETT	11/03/2020	voter	PR01	PR01	REP	W	HL	F	Age 26 - 40	12	
CABARRUS	11/03/2020	voter	02-03	02-03	REP	W	NL	M	Age 18 - 25	92	
FORSYTH	11/03/2020	voter	092	092	REP	B	NL	M	Age 41 - 65	2	
LENOIR	11/03/2020	voter	PH2	PH2	LIB	W	NL	U	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	G49	G49	DEM	W	UN	U	Age 26 - 40	1	
ORANGE	11/03/2020	voter	RE	HF	UNA	W	NL	U	Age 26 - 40	1	
GASTON	11/03/2020	voter	03	03	UNA	W	UN	U	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	SUM3	SUM3	DEM	U	UN	F	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	052	052	DEM	I	NL	M	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G2E-1	G2	UNA	I	UN	M	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	074	074	UNA	W	UN	U	Age 18 - 25	3	
DUPLIN	11/03/2020	voter	WARS	WARS	DEM	B	UN	M	Age 26 - 40	44	
CRAVEN	11/03/2020	voter	CFB8	08	LIB	U	UN	U	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	119	119	UNA	U	HL	M	Age 26 - 40	2	
CUMBERLAND	11/03/2020	voter	G2D	G2	UNA	W	NL	U	Age 41 - 65	1	
WAKE	11/03/2020	voter	03-00	03-00	DEM	B	UN	M	Age Over 66	8	
MITCHELL	11/03/2020	voter	04	04	DEM	W	NL	U	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	008	008	REP	W	UN	M	Age 41 - 65	21	
GASTON	11/03/2020	voter	15	15	REP	B	UN	F	Age 26 - 40	1	
CABARRUS	11/03/2020	voter	02-09	02-09	REP	I	NL	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	120	120	DEM	B	UN	M	Age Over 66	6	
RANDOLPH	11/03/2020	voter	AR	01	UNA	U	UN	M	Age 41 - 65	4	
YANCEY	11/03/2020	voter	11 PRI	11-PRI	UNA	O	NL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	139.1	139.1	UNA	W	NL	M	Age Over 66	48	
GATES	11/03/2020	voter	4S	4S	UNA	B	UN	F	Age 41 - 65	3	
BUNCOMBE	11/03/2020	voter	56.2	102.1	DEM	B	UN	F	Age Over 66	1	
RICHMOND	11/03/2020	voter	02	02	UNA	B	NL	M	Age Over 66	5	
WAKE	11/03/2020	voter	13-08	13-08	DEM	A	NL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	069	069	UNA	W	UN	F	Age 41 - 65	38	
CABARRUS	11/03/2020	voter	01-10	01-10	UNA	W	NL	M	Age 41 - 65	135	
WAYNE	11/03/2020	voter	05	05	UNA	O	HL	F	Age 18 - 25	1	
WAKE	11/03/2020	voter	19-13	19-06	REP	U	HL	M	Age 26 - 40	2	
CABARRUS	11/03/2020	voter	11-02	11-02	UNA	U	NL	F	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G3B	G3	UNA	B	UN	M	Age 18 - 25	3	
DUPLIN	11/03/2020	voter	MAGN	MAGN	REP	W	UN	F	Age 26 - 40	6	
PASQUOTANK	11/03/2020	voter	WEST	3-B	DEM	U	UN	F	Age 41 - 65	6	
WAKE	11/03/2020	voter	06-04	06-04	DEM	W	HL	M	Age 26 - 40	4	
CRAVEN	11/03/2020	voter	02	22	DEM	U	HL	M	Age 26 - 40	3	
NEW HANOVER	11/03/2020	voter	FP04	FP04	UNA	A	NL	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	208	208	REP	U	UN	U	Age Over 66	6	
CRAVEN	11/03/2020	voter	TE13	12	UNA	W	HL	M	Age 26 - 40	1	
BUNCOMBE	11/03/2020	voter	43.2	106.1	DEM	B	NL	M	Age 26 - 40	7	
MECKLENBURG	11/03/2020	voter	229	229	UNA	U	HL	F	Age Over 66	1	
NEW HANOVER	11/03/2020	voter	W24	W24	DEM	A	NL	F	Age 18 - 25	2	
FORSYTH	11/03/2020	voter	306	306	UNA	O	HL	U	Age 18 - 25	1	
CRAVEN	11/03/2020	voter	N3N5	N5	REP	W	UN	F	Age 26 - 40	5	
WAKE	11/03/2020	voter	01-37	01-37	REP	W	UN	U	Age 26 - 40	1	
BUNCOMBE	11/03/2020	voter	43.2	106.1	DEM	U	HL	M	Age 18 - 25	2	
ROBESON	11/03/2020	voter	08	08	DEM	W	NL	M	Age Over 66	53	
YANCEY	11/03/2020	voter	06 JAC	06-JAC	UNA	U	UN	U	Age 26 - 40	13	
MOORE	11/03/2020	voter	PHA1	PHA	REP	A	UN	M	Age Over 66	1	
CALDWELL	11/03/2020	voter	PR33	PR05	DEM	U	UN	M	Age 26 - 40	1	
CALDWELL	11/03/2020	voter	PR21	PR21	DEM	W	UN	U	Age Over 66	3	
MECKLENBURG	11/03/2020	voter	135	135	DEM	B	UN	U	Age Over 66	2	
JACKSON	11/03/2020	voter	SCC	ALLSC	REP	U	UN	U	Age 26 - 40	16	
SURRY	11/03/2020	voter	27	27	UNA	B	NL	F	Age 41 - 65	2	
DURHAM	11/03/2020	voter	32	32	REP	W	UN	M	Age 41 - 65	51	
BRUNSWICK	11/03/2020	voter	06	06	UNA	I	UN	M	Age 41 - 65	1	
MONTGOMERY	11/03/2020	voter	T1	T1	UNA	W	NL	F	Age 41 - 65	70	
TRANSYLVANIA	11/03/2020	voter	B3	B3	REP	U	UN	U	Age 41 - 65	8	
BUNCOMBE	11/03/2020	voter	70.1	70.1	UNA	W	UN	F	Age 26 - 40	67	
RICHMOND	11/03/2020	voter	10	10	DEM	W	NL	F	Age 41 - 65	20	
DAVIDSON	11/03/2020	voter	22	22	DEM	M	HL	F	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	NDRI	NDRI	UNA	W	UN	U	Age 26 - 40	2	
MOORE	11/03/2020	voter	LTR	LTR	UNA	O	NL	F	Age 18 - 25	3	
DAVIDSON	11/03/2020	voter	64	64	DEM	U	UN	U	Age 41 - 65	14	
STANLY	11/03/2020	voter	0008	0008	DEM	U	UN	M	Age Over 66	2	
PITT	11/03/2020	voter	1001	1001	DEM	W	UN	M	Age 41 - 65	4	
MECKLENBURG	11/03/2020	voter	138	138	REP	O	HL	M	Age 26 - 40	3	
ORANGE	11/03/2020	voter	RE	PA	REP	W	UN	F	Age Over 66	3	
SCOTLAND	11/03/2020	voter	06-89	08	UNA	W	NL	M	Age 18 - 25	15	
GASTON	11/03/2020	voter	02	02	REP	W	NL	F	Age Over 66	60	
GUILFORD	11/03/2020	voter	FR5A	FR5	REP	W	UN	M	Age 41 - 65	9	
LINCOLN	11/03/2020	voter	PC22	PC22	REP	W	UN	M	Age Over 66	17	
CUMBERLAND	11/03/2020	voter	G8B	G8	REP	U	UN	F	Age 18 - 25	2	
CABARRUS	11/03/2020	voter	10-00	10-00	REP	I	NL	F	Age 41 - 65	1	
BUNCOMBE	11/03/2020	voter	19.1	19.1	UNA	U	NL	U	Age Over 66	1	
RUTHERFORD	11/03/2020	voter	27	27	UNA	B	NL	M	Age 18 - 25	3	
WAKE	11/03/2020	voter	06-05	06-05	UNA	W	UN	F	Age 41 - 65	43	
CUMBERLAND	11/03/2020	voter	G2C-1	G2	DEM	W	UN	M	Age 18 - 25	2	
JOHNSTON	11/03/2020	voter	PR29B	PR29B	UNA	A	NL	M	Age 41 - 65	6	
JACKSON	11/03/2020	voter	SAV	SAV	DEM	W	NL	M	Age 41 - 65	47	
MECKLENBURG	11/03/2020	voter	041	041	DEM	U	UN	F	Age 26 - 40	1	
HENDERSON	11/03/2020	voter	AT	AT	UNA	O	NL	M	Age 41 - 65	4	
BUNCOMBE	11/03/2020	voter	65.1	65.1	UNA	U	UN	U	Age 41 - 65	32	
YADKIN	11/03/2020	voter	NLIB	NLIB	DEM	B	NL	F	Age 18 - 25	3	
MECKLENBURG	11/03/2020	voter	067	067	DEM	W	UN	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	151	151	DEM	M	UN	M	Age 26 - 40	2	
SURRY	11/03/2020	voter	32	20	LIB	W	NL	M	Age 18 - 25	1	
WILSON	11/03/2020	voter	PROL	PROL	DEM	W	NL	M	Age 26 - 40	16	
WAKE	11/03/2020	voter	19-13	19-06	REP	U	UN	M	Age 41 - 65	1	
CABARRUS	11/03/2020	voter	04-01	04-01	REP	O	HL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	08-06	08-06	UNA	W	NL	F	Age Over 66	25	
GASTON	11/03/2020	voter	42	42	DEM	U	HL	F	Age Over 66	1	
GUILFORD	11/03/2020	voter	G63	G63	REP	U	HL	M	Age 26 - 40	1	
ROWAN	11/03/2020	voter	45	45	DEM	O	UN	M	Age 18 - 25	1	
WARREN	11/03/2020	voter	009	009	REP	W	NL	M	Age 41 - 65	13	
GASTON	11/03/2020	voter	43	43	DEM	B	HL	F	Age 18 - 25	1	
FORSYTH	11/03/2020	voter	303	303	UNA	U	HL	M	Age 18 - 25	4	
BURKE	11/03/2020	voter	0035	0035	REP	O	NL	F	Age 18 - 25	1	
SURRY	11/03/2020	voter	04	04	LIB	W	NL	F	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	099	099	UNA	I	NL	M	Age 18 - 25	1	
RANDOLPH	11/03/2020	voter	NM	25	REP	O	HL	M	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G4A	G4	DEM	A	NL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	33	33	DEM	B	UN	F	Age Over 66	46	
GUILFORD	11/03/2020	voter	H04	H04	DEM	O	UN	M	Age 41 - 65	1	
AVERY	11/03/2020	voter	15	15	DEM	U	UN	F	Age 18 - 25	2	
WAKE	11/03/2020	voter	19-11	19-11	DEM	B	NL	M	Age 26 - 40	17	
PITT	11/03/2020	voter	0101	0101	DEM	W	NL	F	Age 26 - 40	41	
CUMBERLAND	11/03/2020	voter	CC10	CC10	UNA	A	UN	F	Age Over 66	1	
CABARRUS	11/03/2020	voter	10-00	10-00	LIB	W	UN	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	216	216	UNA	B	UN	M	Age 26 - 40	8	
WAKE	11/03/2020	voter	01-37	01-37	LIB	W	UN	F	Age 41 - 65	1	
IREDELL	11/03/2020	voter	DV1-B	DV1-B	DEM	B	NL	M	Age 26 - 40	5	
DURHAM	11/03/2020	voter	16	16	UNA	U	UN	F	Age 41 - 65	2	
PITT	11/03/2020	voter	1510B	1510B	DEM	W	UN	F	Age 41 - 65	6	
GUILFORD	11/03/2020	voter	SMAD	SMAD	LIB	W	NL	M	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G10A	G10	DEM	M	NL	F	Age 41 - 65	6	
WILKES	11/03/2020	voter	129	129	UNA	B	UN	M	Age 41 - 65	2	
WAKE	11/03/2020	voter	19-19	19-10	DEM	O	HL	M	Age 26 - 40	3	
CARTERET	11/03/2020	voter	STEL	STEL	REP	W	UN	U	Age 41 - 65	5	
WAKE	11/03/2020	voter	10-02	10-02	DEM	B	UN	U	Age Over 66	2	
ALAMANCE	11/03/2020	voter	09S	09S	DEM	U	UN	F	Age 26 - 40	3	
ALAMANCE	11/03/2020	voter	125	125	DEM	W	HL	M	Age 41 - 65	2	
WASHINGTON	11/03/2020	voter	P1	P1	UNA	W	UN	F	Age 18 - 25	2	
GRANVILLE	11/03/2020	voter	CORI	CORI	UNA	W	NL	F	Age Over 66	43	
PERSON	11/03/2020	voter	SWST	HUML	REP	W	NL	M	Age Over 66	17	
MECKLENBURG	11/03/2020	voter	067	067	UNA	W	NL	M	Age Over 66	40	
MOORE	11/03/2020	voter	WEM	WEM	DEM	B	NL	F	Age Over 66	13	
RUTHERFORD	11/03/2020	voter	06A	06A	UNA	W	NL	M	Age Over 66	117	
WAKE	11/03/2020	voter	08-08	08-08	UNA	U	HL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	18-07	18-07	DEM	O	HL	F	Age 18 - 25	5	
ALAMANCE	11/03/2020	voter	08N	08N	UNA	W	UN	M	Age 41 - 65	26	
CABARRUS	11/03/2020	voter	01-08	01-08	UNA	W	HL	F	Age 18 - 25	2	
ORANGE	11/03/2020	voter	HE	CP	DEM	U	UN	U	Age 41 - 65	19	
WAKE	11/03/2020	voter	17-05	17-05	REP	U	NL	F	Age 41 - 65	2	
ANSON	11/03/2020	voter	PEAC	PEAC	DEM	W	UN	M	Age 18 - 25	2	
ONSLOW	11/03/2020	voter	BM08	BM08	DEM	U	UN	F	Age 26 - 40	11	
COLUMBUS	11/03/2020	voter	P08	P08	DEM	W	NL	M	Age Over 66	20	
ROBESON	11/03/2020	voter	19	19	DEM	U	UN	M	Age 26 - 40	2	
CRAVEN	11/03/2020	voter	N2	N2	DEM	B	NL	M	Age 41 - 65	138	
DARE	11/03/2020	voter	WAN	WAN	UNA	W	NL	F	Age Over 66	19	
NEW HANOVER	11/03/2020	voter	H10	H07	DEM	O	HL	M	Age 41 - 65	3	
MECKLENBURG	11/03/2020	voter	054	054	DEM	I	UN	F	Age 26 - 40	1	
CABARRUS	11/03/2020	voter	11-01	11-01	REP	U	UN	U	Age 41 - 65	69	
BUNCOMBE	11/03/2020	voter	37.1	37.1	DEM	A	NL	M	Age Over 66	1	
GASTON	11/03/2020	voter	02	02	REP	W	UN	U	Age 41 - 65	1	
PENDER	11/03/2020	voter	NB02	NB01	UNA	W	HL	F	Age 18 - 25	1	
CRAVEN	11/03/2020	voter	N1	N1	REP	U	UN	M	Age 26 - 40	3	
ALAMANCE	11/03/2020	voter	13	13	REP	W	UN	M	Age Over 66	18	
MECKLENBURG	11/03/2020	voter	226	226	UNA	B	NL	F	Age 26 - 40	29	
DURHAM	11/03/2020	voter	43	43	UNA	I	UN	M	Age 41 - 65	1	
HALIFAX	11/03/2020	voter	RRCE	RR-8	UNA	B	UN	M	Age 41 - 65	5	
JOHNSTON	11/03/2020	voter	PR36	PR06	UNA	W	UN	F	Age 41 - 65	20	
ROCKINGHAM	11/03/2020	voter	MS	VA	UNA	O	NL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	036	036	DEM	B	NL	F	Age 41 - 65	24	
IREDELL	11/03/2020	voter	DV1-A	DV1-A	REP	U	NL	F	Age Over 66	3	
MARTIN	11/03/2020	voter	GR	GR	UNA	W	NL	F	Age Over 66	20	
MECKLENBURG	11/03/2020	voter	126	126	DEM	W	UN	F	Age 41 - 65	6	
MECKLENBURG	11/03/2020	voter	040	040	UNA	W	NL	F	Age 26 - 40	28	
WAKE	11/03/2020	voter	04-15	04-15	DEM	W	NL	M	Age 41 - 65	75	
FORSYTH	11/03/2020	voter	204	204	DEM	W	NL	F	Age 26 - 40	22	
ROBESON	11/03/2020	voter	38	38	DEM	I	NL	F	Age Over 66	25	
GUILFORD	11/03/2020	voter	H29B	HP	DEM	U	UN	U	Age 18 - 25	22	
FORSYTH	11/03/2020	voter	043	043	DEM	W	NL	M	Age Over 66	38	
FORSYTH	11/03/2020	voter	601	601	DEM	M	UN	F	Age 26 - 40	1	
BUNCOMBE	11/03/2020	voter	39.3	39.1	UNA	W	NL	M	Age 18 - 25	37	
WAYNE	11/03/2020	voter	02	02	UNA	B	UN	U	Age 18 - 25	1	
GASTON	11/03/2020	voter	24	24	REP	U	UN	F	Age 18 - 25	1	
MADISON	11/03/2020	voter	WALNUT	WALNUT	UNA	U	NL	F	Age 26 - 40	1	
SURRY	11/03/2020	voter	18	18	UNA	W	UN	U	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	001	001	UNA	W	NL	F	Age 41 - 65	111	
WAKE	11/03/2020	voter	19-11	19-11	DEM	O	HL	M	Age 26 - 40	3	
FORSYTH	11/03/2020	voter	605	605	UNA	W	NL	M	Age 18 - 25	19	
PERSON	11/03/2020	voter	ROX4	ROX4	UNA	U	HL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	04-04	04-04	UNA	I	NL	M	Age 26 - 40	1	
ROBESON	11/03/2020	voter	05A	06	UNA	O	NL	M	Age 41 - 65	1	
CABARRUS	11/03/2020	voter	04-13	04-10	DEM	U	HL	U	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	H15	H15	DEM	O	NL	M	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	G2E-2	G2	LIB	B	NL	M	Age 26 - 40	1	
SURRY	11/03/2020	voter	22	22	DEM	W	HL	M	Age 18 - 25	1	
RICHMOND	11/03/2020	voter	02	02	UNA	M	UN	M	Age 18 - 25	1	
PITT	11/03/2020	voter	1102A	1102A	REP	W	NL	M	Age 26 - 40	121	
BURKE	11/03/2020	voter	0021	0021	DEM	W	NL	F	Age 41 - 65	81	
MACON	11/03/2020	voter	05	05	REP	W	UN	M	Age 41 - 65	51	
WAKE	11/03/2020	voter	17-06	17-06	REP	U	HL	M	Age 41 - 65	2	
WAKE	11/03/2020	voter	01-42	01-42	UNA	M	NL	F	Age 26 - 40	2	
BUNCOMBE	11/03/2020	voter	46.1	46.1	UNA	W	NL	U	Age 26 - 40	2	
NEW HANOVER	11/03/2020	voter	CF02	CF02	DEM	O	NL	M	Age 41 - 65	1	
HARNETT	11/03/2020	voter	PR31	PR17	REP	B	NL	M	Age 18 - 25	4	
CRAVEN	11/03/2020	voter	CFB8	08	DEM	W	NL	F	Age Over 66	22	
FORSYTH	11/03/2020	voter	504	504	UNA	U	HL	M	Age 41 - 65	2	
MOORE	11/03/2020	voter	SSP	SSP	REP	O	HL	M	Age 41 - 65	1	
RICHMOND	11/03/2020	voter	08	08	UNA	U	UN	M	Age 18 - 25	3	
GUILFORD	11/03/2020	voter	JAM1	JAM1	DEM	U	NL	F	Age Over 66	1	
CUMBERLAND	11/03/2020	voter	EO61-2	EO61-2	DEM	B	UN	F	Age 18 - 25	3	
DARE	11/03/2020	voter	KDH	KDH	REP	W	NL	F	Age 18 - 25	14	
CUMBERLAND	11/03/2020	voter	CC21	CC21	DEM	B	NL	F	Age 26 - 40	205	
DAVIDSON	11/03/2020	voter	76	76	UNA	W	UN	F	Age 41 - 65	26	
WAKE	11/03/2020	voter	04-05	04-05	REP	W	UN	M	Age 41 - 65	43	
EDGECOMBE	11/03/2020	voter	0104	0104	REP	A	UN	M	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	808	808	UNA	O	HL	M	Age 41 - 65	5	
ROCKINGHAM	11/03/2020	voter	MA	MA	UNA	O	UN	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	20-09	20-09	REP	O	UN	F	Age 41 - 65	1	
NASH	11/03/2020	voter	P04A	0008	UNA	W	UN	M	Age 26 - 40	5	
GASTON	11/03/2020	voter	16	16	DEM	B	UN	U	Age 26 - 40	1	
WILSON	11/03/2020	voter	PRWE	PRWE	DEM	M	NL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	07-12	07-12	DEM	U	HL	F	Age 41 - 65	1	
DURHAM	11/03/2020	voter	51	51	DEM	W	NL	M	Age 41 - 65	210	
ALAMANCE	11/03/2020	voter	064	064	LIB	W	NL	M	Age 41 - 65	2	
FORSYTH	11/03/2020	voter	053	053	UNA	B	NL	F	Age 18 - 25	1	
JOHNSTON	11/03/2020	voter	PR11B	PR11B	UNA	O	NL	F	Age 41 - 65	6	
GUILFORD	11/03/2020	voter	FR3	FR3	UNA	O	HL	F	Age 41 - 65	2	
BUNCOMBE	11/03/2020	voter	01.1	01.1	GRE	U	UN	U	Age 26 - 40	2	
WAKE	11/03/2020	voter	16-04	16-04	REP	W	UN	M	Age 41 - 65	17	
JOHNSTON	11/03/2020	voter	PR31B	PR31B	UNA	O	NL	F	Age 18 - 25	4	
FORSYTH	11/03/2020	voter	015	015	REP	O	HL	M	Age Over 66	1	
GASTON	11/03/2020	voter	28	28	DEM	U	UN	U	Age 26 - 40	22	
BUNCOMBE	11/03/2020	voter	14.2	14.2	LIB	B	UN	F	Age 41 - 65	1	
WATAUGA	11/03/2020	voter	14	14	REP	U	NL	M	Age Over 66	1	
LINCOLN	11/03/2020	voter	CF19	CF19	DEM	U	UN	U	Age 26 - 40	1	
WAKE	11/03/2020	voter	04-11	04-11	DEM	A	NL	F	Age 41 - 65	3	
DAVIDSON	11/03/2020	voter	30	30	UNA	W	UN	F	Age 41 - 65	6	
PENDER	11/03/2020	voter	CF11	CF11	REP	U	NL	M	Age 41 - 65	1	
GRANVILLE	11/03/2020	voter	CRDM	CRDM	REP	O	HL	M	Age 41 - 65	3	
DURHAM	11/03/2020	voter	30-2	30-2	DEM	M	HL	F	Age 18 - 25	4	
ORANGE	11/03/2020	voter	LC	LC	UNA	M	NL	F	Age 18 - 25	1	
ROWAN	11/03/2020	voter	21	21	DEM	B	NL	F	Age Over 66	22	
ROWAN	11/03/2020	voter	38	38	REP	A	NL	M	Age 26 - 40	1	
SCOTLAND	11/03/2020	voter	06-89	08	REP	U	UN	U	Age Over 66	3	
SAMPSON	11/03/2020	voter	CLNE	CLNE	REP	O	NL	M	Age 26 - 40	3	
CLEVELAND	11/03/2020	voter	RIPPY	RIPPY	UNA	W	NL	F	Age Over 66	57	
WAYNE	11/03/2020	voter	07	07	UNA	M	NL	M	Age 41 - 65	1	
GASTON	11/03/2020	voter	25	25	DEM	W	UN	U	Age 41 - 65	1	
WAKE	11/03/2020	voter	12-06	12-06	REP	A	NL	F	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	701	701	REP	O	NL	F	Age 41 - 65	1	
NEW HANOVER	11/03/2020	voter	H08	H08	UNA	O	HL	M	Age 26 - 40	2	
FORSYTH	11/03/2020	voter	101	101	LIB	U	UN	U	Age 26 - 40	1	
WAKE	11/03/2020	voter	01-14	01-14	DEM	U	NL	F	Age 26 - 40	3	
BURKE	11/03/2020	voter	0051	0051	REP	A	NL	M	Age 18 - 25	1	
ORANGE	11/03/2020	voter	HF	HF	REP	W	UN	F	Age 18 - 25	5	
FORSYTH	11/03/2020	voter	054	054	DEM	W	NL	M	Age 26 - 40	25	
CUMBERLAND	11/03/2020	voter	G8A	G8	DEM	B	NL	U	Age 26 - 40	2	
CABARRUS	11/03/2020	voter	04-03	04-03	DEM	M	NL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	02	02	REP	W	NL	F	Age 41 - 65	3	
GUILFORD	11/03/2020	voter	G72	G72	DEM	M	HL	F	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G1A	G1	UNA	W	UN	M	Age 18 - 25	8	
MECKLENBURG	11/03/2020	voter	063	063	UNA	M	NL	M	Age 18 - 25	1	
LINCOLN	11/03/2020	voter	LS12	LS12	UNA	W	HL	F	Age 41 - 65	2	
DURHAM	11/03/2020	voter	33	33	DEM	M	NL	F	Age 18 - 25	6	
FORSYTH	11/03/2020	voter	071	071	DEM	A	UN	U	Age 18 - 25	1	
FRANKLIN	11/03/2020	voter	13	13	REP	W	HL	M	Age 18 - 25	1	
